arm,epoch,lr,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_f1,val_specificity,val_accuracy,val_pr_auc,seconds,checkpoint
baseline_bce_dice,11,0.0005,0.18932137102335808,0.24251346381343142,0.6554501914394324,0.4874867314444354,0.6203421090228982,0.6947705287657284,0.6554501914394324,0.9925909967087713,0.9874905333227041,0.6861116675868607,203.550475358963,D:\LANDSLIDE\LandslideGuard\checkpoints\detection\cpu_run_20260909_223053\baseline_bce_dice\best_model.pth
imb_bce,5,9.549150281252633e-05,0.043792281679320755,0.05526664506415931,0.6036090135262945,0.43226361339568886,0.6235867053367867,0.5848716270274201,0.6036090135262944,0.9938484311218185,0.9868443080357143,0.6333550634480819,207.25490164756775,D:\LANDSLIDE\LandslideGuard\checkpoints\detection\cpu_run_20260909_223053\imb_bce\best_model.pth
imb_bce_pw,5,9.549150281252633e-05,0.2118939927108164,0.42471893101322405,0.3057882392360529,0.18048997552594498,0.18644560141219582,0.8496327005600407,0.3057882392360529,0.9354014297898657,0.9339325573979592,0.6687897937167159,203.88543152809143,D:\LANDSLIDE\LandslideGuard\checkpoints\detection\cpu_run_20260909_223053\imb_bce_pw\best_model.pth
imb_dice,3,0.0006545084971874737,0.6221445418245135,0.627856618287612,0.4791504558967299,0.31505447580565815,0.3645921101572048,0.6986835406211361,0.4791504558967299,0.9787830437719484,0.9739860690369898,0.5617066204195815,215.50202631950378,D:\LANDSLIDE\LandslideGuard\checkpoints\detection\cpu_run_20260909_223053\imb_dice\best_model.pth
imb_focal_dice,5,9.549150281252633e-05,0.24812868081776523,0.302646968559343,0.5446804345698346,0.37426861254959987,0.43491286112486,0.7285620772419812,0.5446804345698345,0.9835055831760801,0.9791394292091836,0.5686999778507978,204.31970024108887,D:\LANDSLIDE\LandslideGuard\checkpoints\detection\cpu_run_20260909_223053\imb_focal_dice\best_model.pth
